Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
576¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Program
1039¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1040¿PDG_CALL¿¿1007.CALL->require-o119¿¿¿¿¿PDG_CALL
1041¿PDG_OBJECT¿¿1007.fs-o120¿¿¿¿¿PDG_OBJECT
1042¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1043¿PDG_CALL¿¿1007.CALL->process.cwd-o121¿¿¿¿¿PDG_CALL
1044¿PDG_OBJECT¿¿1007.cwd-o122¿¿¿¿¿PDG_OBJECT
1045¿PDG_OBJECT¿¿1007.process-o123¿¿¿¿¿PDG_OBJECT
1046¿PDG_OBJECT¿¿1007.process.argv-o124¿¿¿¿¿PDG_OBJECT
1047¿PDG_OBJECT¿¿1007.v53.length-o125¿¿¿¿¿PDG_OBJECT
1048¿PDG_OBJECT¿¿1007.v55-o126¿¿¿¿¿PDG_OBJECT
1049¿PDG_OBJECT¿¿1007.v57.*-o127¿¿¿¿¿PDG_OBJECT
1050¿PDG_OBJECT¿¿1007.v55-o128¿¿¿¿¿PDG_OBJECT
1051¿PDG_OBJECT¿¿1018.this-o129¿¿¿¿¿PDG_OBJECT
1052¿PDG_OBJECT¿¿1018.request-o130¿¿¿¿¿PDG_OBJECT
1053¿PDG_OBJECT¿¿1018.response-o131¿¿¿¿¿PDG_OBJECT
1054¿PDG_OBJECT¿¿1007.v100-o132¿¿¿¿¿PDG_OBJECT
1055¿PDG_CALL¿¿1007.CALL->http.createServer-o133¿¿¿¿¿PDG_CALL
1056¿PDG_OBJECT¿¿1007.v101-o134¿¿¿¿¿PDG_OBJECT
1057¿PDG_CALL¿¿1007.CALL->parseInt-o135¿¿¿¿¿PDG_CALL
1058¿PDG_OBJECT¿¿1007.v102-o136¿¿¿¿¿PDG_OBJECT
1059¿PDG_CALL¿¿1007.CALL->v101.listen-o137¿¿¿¿¿PDG_CALL
1060¿PDG_OBJECT¿¿1007.v103-o138¿¿¿¿¿PDG_OBJECT
1061¿PDG_CALL¿¿1007.CALL->console.log-o139¿¿¿¿¿PDG_CALL
1062¿PDG_OBJECT¿¿1007.v104-o140¿¿¿¿¿PDG_OBJECT
1063¿PDG_OBJECT¿¿1007.v59-o141¿¿¿¿¿PDG_OBJECT
1064¿PDG_OBJECT¿¿1018.request-o142¿¿¿¿¿PDG_OBJECT
1065¿PDG_OBJECT¿¿1018.response-o143¿¿¿¿¿PDG_OBJECT
1066¿PDG_OBJECT¿¿1018.request-o144¿¿¿¿¿PDG_OBJECT
1067¿PDG_OBJECT¿¿1018.response-o145¿¿¿¿¿PDG_OBJECT
1068¿PDG_OBJECT¿¿1007.v61-o146¿¿¿¿¿PDG_OBJECT
1069¿PDG_OBJECT¿¿1018.request-o147¿¿¿¿¿PDG_OBJECT
1070¿PDG_OBJECT¿¿1018.response-o148¿¿¿¿¿PDG_OBJECT
1071¿PDG_OBJECT¿¿1018.request-o149¿¿¿¿¿PDG_OBJECT
1072¿PDG_OBJECT¿¿1018.response-o150¿¿¿¿¿PDG_OBJECT
1073¿PDG_OBJECT¿¿1018.request-o151¿¿¿¿¿PDG_OBJECT
1074¿PDG_OBJECT¿¿1018.response-o152¿¿¿¿¿PDG_OBJECT
1075¿PDG_OBJECT¿¿1018.request-o153¿¿¿¿¿PDG_OBJECT
1076¿PDG_OBJECT¿¿1018.response-o154¿¿¿¿¿PDG_OBJECT
1077¿PDG_OBJECT¿¿1018.request-o155¿¿¿¿¿PDG_OBJECT
1078¿PDG_OBJECT¿¿1018.response-o156¿¿¿¿¿PDG_OBJECT
1079¿PDG_OBJECT¿¿1018.request-o157¿¿¿¿¿PDG_OBJECT
1080¿PDG_OBJECT¿¿1018.response-o158¿¿¿¿¿PDG_OBJECT
1081¿PDG_OBJECT¿¿1018.request.url-o159¿¿¿¿¿PDG_OBJECT
1082¿PDG_CALL¿¿1018.CALL->url.parse-o160¿¿¿¿¿PDG_CALL
1083¿PDG_OBJECT¿¿1018.v63-o161¿¿¿¿¿PDG_OBJECT
1084¿PDG_OBJECT¿¿1018.v63.pathname-o162¿¿¿¿¿PDG_OBJECT
1085¿PDG_CALL¿¿1018.CALL->path.join-o163¿¿¿¿¿PDG_CALL
1086¿PDG_OBJECT¿¿1018.filename-o164¿¿¿¿¿PDG_OBJECT
1087¿PDG_CALL¿¿1018.CALL->console.log-o165¿¿¿¿¿PDG_CALL
1088¿PDG_OBJECT¿¿1018.v64-o166¿¿¿¿¿PDG_OBJECT
1089¿PDG_OBJECT¿¿1021.this-o167¿¿¿¿¿PDG_OBJECT
1090¿PDG_OBJECT¿¿1021.exists-o168¿¿¿¿¿PDG_OBJECT
1091¿PDG_OBJECT¿¿1018.v98-o169¿¿¿¿¿PDG_OBJECT
1092¿PDG_CALL¿¿1018.CALL->fs.exists-o170¿¿¿¿¿PDG_CALL
1093¿PDG_OBJECT¿¿1018.v99-o171¿¿¿¿¿PDG_OBJECT
1094¿PDG_OBJECT¿¿1021.v66-o172¿¿¿¿¿PDG_OBJECT
1095¿PDG_CALL¿¿1021.CALL->response.writeHead-o173¿¿¿¿¿PDG_CALL
1096¿PDG_OBJECT¿¿1021.v67-o174¿¿¿¿¿PDG_OBJECT
1097¿PDG_CALL¿¿1021.CALL->response.write-o175¿¿¿¿¿PDG_CALL
1098¿PDG_OBJECT¿¿1021.v68-o176¿¿¿¿¿PDG_OBJECT
1099¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1100¿PDG_CALL¿¿1021.CALL->response.end-o177¿¿¿¿¿PDG_CALL
1101¿PDG_OBJECT¿¿1021.v69-o178¿¿¿¿¿PDG_OBJECT
1102¿PDG_CALL¿¿1021.CALL->fs.statSync-o179¿¿¿¿¿PDG_CALL
1103¿PDG_OBJECT¿¿1021.v70-o180¿¿¿¿¿PDG_OBJECT
1104¿PDG_CALL¿¿1021.CALL->v70.isDirectory-o181¿¿¿¿¿PDG_CALL
1105¿PDG_OBJECT¿¿1021.v71-o182¿¿¿¿¿PDG_OBJECT
1106¿PDG_CALL¿¿1021.CALL->fs.readdirSync-o183¿¿¿¿¿PDG_CALL
1107¿PDG_OBJECT¿¿1021.files-o184¿¿¿¿¿PDG_OBJECT
1108¿PDG_OBJECT¿¿1021.f-o185¿¿¿¿¿PDG_OBJECT
1109¿PDG_OBJECT¿¿1021.f-o186¿¿¿¿¿PDG_OBJECT
1110¿PDG_OBJECT¿¿1021.v72-o187¿¿¿¿¿PDG_OBJECT
1111¿PDG_OBJECT¿¿1021.v73-o188¿¿¿¿¿PDG_OBJECT
1112¿PDG_OBJECT¿¿1021.v74-o189¿¿¿¿¿PDG_OBJECT
1113¿PDG_OBJECT¿¿1021.files.*-o190¿¿¿¿¿PDG_OBJECT
1114¿PDG_OBJECT¿¿1021.v76-o191¿¿¿¿¿PDG_OBJECT
1115¿PDG_OBJECT¿¿1021.v77-o192¿¿¿¿¿PDG_OBJECT
1116¿PDG_OBJECT¿¿1021.v79-o193¿¿¿¿¿PDG_OBJECT
1117¿PDG_OBJECT¿¿1021.output-o194¿¿¿¿¿PDG_OBJECT
1118¿PDG_OBJECT¿¿1021.v81-o195¿¿¿¿¿PDG_OBJECT
1119¿PDG_OBJECT¿¿1021.v82-o196¿¿¿¿¿PDG_OBJECT
1120¿PDG_OBJECT¿¿1021.v84-o197¿¿¿¿¿PDG_OBJECT
1121¿PDG_OBJECT¿¿1021.output-o198¿¿¿¿¿PDG_OBJECT
1122¿PDG_CALL¿¿1021.CALL->response.writeHead-o199¿¿¿¿¿PDG_CALL
1123¿PDG_OBJECT¿¿1021.v85-o200¿¿¿¿¿PDG_OBJECT
1124¿PDG_CALL¿¿1021.CALL->response.write-o201¿¿¿¿¿PDG_CALL
1125¿PDG_OBJECT¿¿1021.v86-o202¿¿¿¿¿PDG_OBJECT
1126¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1127¿PDG_CALL¿¿1021.CALL->response.end-o203¿¿¿¿¿PDG_CALL
1128¿PDG_OBJECT¿¿1021.v87-o204¿¿¿¿¿PDG_OBJECT
1129¿PDG_OBJECT¿¿1026.this-o205¿¿¿¿¿PDG_OBJECT
1130¿PDG_OBJECT¿¿1026.err-o206¿¿¿¿¿PDG_OBJECT
1131¿PDG_OBJECT¿¿1026.file-o207¿¿¿¿¿PDG_OBJECT
1132¿PDG_OBJECT¿¿1021.v96-o208¿¿¿¿¿PDG_OBJECT
1133¿PDG_CALL¿¿1021.CALL->fs.readFile-o209¿¿¿¿¿PDG_CALL
1134¿PDG_OBJECT¿¿1021.v97-o210¿¿¿¿¿PDG_OBJECT
1135¿TAINT_SINK¿¿readFile¿¿¿¿¿TAINT_SINK
1136¿PDG_OBJECT¿¿1026.v88-o211¿¿¿¿¿PDG_OBJECT
1137¿PDG_CALL¿¿1026.CALL->response.writeHead-o212¿¿¿¿¿PDG_CALL
1138¿PDG_OBJECT¿¿1026.v89-o213¿¿¿¿¿PDG_OBJECT
1139¿PDG_OBJECT¿¿1026.v90-o214¿¿¿¿¿PDG_OBJECT
1140¿PDG_CALL¿¿1026.CALL->response.write-o215¿¿¿¿¿PDG_CALL
1141¿PDG_OBJECT¿¿1026.v91-o216¿¿¿¿¿PDG_OBJECT
1142¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1143¿PDG_CALL¿¿1026.CALL->response.end-o217¿¿¿¿¿PDG_CALL
1144¿PDG_OBJECT¿¿1026.v92-o218¿¿¿¿¿PDG_OBJECT
1145¿PDG_CALL¿¿1026.CALL->response.writeHead-o219¿¿¿¿¿PDG_CALL
1146¿PDG_OBJECT¿¿1026.v93-o220¿¿¿¿¿PDG_OBJECT
1147¿PDG_CALL¿¿1026.CALL->response.write-o221¿¿¿¿¿PDG_CALL
1148¿PDG_OBJECT¿¿1026.v94-o222¿¿¿¿¿PDG_OBJECT
1149¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1150¿PDG_CALL¿¿1026.CALL->response.end-o223¿¿¿¿¿PDG_CALL
1151¿PDG_OBJECT¿¿1026.v95-o224¿¿¿¿¿PDG_OBJECT
