Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
641¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":86,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Program
1101¿BlockStatement¿¿¿¿¿{"start":{"line":22,"column":34},"end":{"line":85,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BlockStatement
1102¿ReturnStatement¿¿¿¿¿{"start":{"line":22,"column":2},"end":{"line":85,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ReturnStatement
1103¿Identifier¿¿v145¿¿¿¿¿Identifier
1104¿BlockStatement¿¿¿¿¿{"start":{"line":16,"column":35},"end":{"line":86,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BlockStatement
1105¿ExpressionStatement¿¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":86,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
1106¿AssignmentExpression¿=¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":86,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿AssignmentExpression
1107¿MemberExpression¿¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":16,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
1108¿Identifier¿¿module¿¿¿{"start":{"line":16,"column":0},"end":{"line":16,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1109¿Identifier¿¿exports¿¿¿{"start":{"line":16,"column":7},"end":{"line":16,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1110¿Identifier¿¿v146¿¿¿¿¿Identifier
1111¿CFG_F_START¿¿__main__¿¿¿¿¿CFG_F_START
1112¿CFG_F_END¿¿__main__¿¿¿¿¿CFG_F_END
1113¿CFG_F_START¿¿677_anon¿¿¿¿¿CFG_F_START
1114¿CFG_F_END¿¿677_anon¿¿¿¿¿CFG_F_END
1115¿CFG_F_START¿¿690_anon¿¿¿¿¿CFG_F_START
1116¿CFG_F_END¿¿690_anon¿¿¿¿¿CFG_F_END
1117¿CFG_IF_END¿¿737¿¿¿¿¿CFG_IF_END
1118¿CFG_F_START¿¿750_anon¿¿¿¿¿CFG_F_START
1119¿CFG_F_END¿¿750_anon¿¿¿¿¿CFG_F_END
1120¿CFG_IF_END¿¿753¿¿¿¿¿CFG_IF_END
1121¿CFG_IF_END¿¿878¿¿¿¿¿CFG_IF_END
1122¿CFG_F_START¿¿943_anon¿¿¿¿¿CFG_F_START
1123¿CFG_F_END¿¿943_anon¿¿¿¿¿CFG_F_END
1124¿CFG_F_START¿¿963_anon¿¿¿¿¿CFG_F_START
1125¿CFG_F_END¿¿963_anon¿¿¿¿¿CFG_F_END
1126¿CFG_IF_END¿¿977¿¿¿¿¿CFG_IF_END
1127¿CFG_F_START¿¿1022_anon¿¿¿¿¿CFG_F_START
1128¿CFG_F_END¿¿1022_anon¿¿¿¿¿CFG_F_END
1129¿TAINT_SOURCE¿¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1130¿PDG_CALL¿¿1111.CALL->require-o148¿¿¿¿¿PDG_CALL
1131¿PDG_OBJECT¿¿1111.fs-o149¿¿¿¿¿PDG_OBJECT
1132¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1133¿PDG_CALL¿¿1111.CALL->require-o150¿¿¿¿¿PDG_CALL
1134¿PDG_OBJECT¿¿1111.url-o151¿¿¿¿¿PDG_OBJECT
1135¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1136¿PDG_CALL¿¿1111.CALL->require-o152¿¿¿¿¿PDG_CALL
1137¿PDG_OBJECT¿¿1111.crypto-o153¿¿¿¿¿PDG_OBJECT
1138¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1139¿PDG_CALL¿¿1111.CALL->require-o154¿¿¿¿¿PDG_CALL
1140¿PDG_OBJECT¿¿1111.v74-o155¿¿¿¿¿PDG_OBJECT
1141¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1142¿PDG_OBJECT¿¿1111.process-o156¿¿¿¿¿PDG_OBJECT
1143¿PDG_OBJECT¿¿1111.process.env-o157¿¿¿¿¿PDG_OBJECT
1144¿PDG_OBJECT¿¿1111.v75.QUIET-o158¿¿¿¿¿PDG_OBJECT
1145¿PDG_OBJECT¿¿1111.v77-o159¿¿¿¿¿PDG_OBJECT
1146¿PDG_CALL¿¿1111.CALL->v74-o160¿¿¿¿¿PDG_CALL
1147¿PDG_OBJECT¿¿1111.debug-o161¿¿¿¿¿PDG_OBJECT
1148¿PDG_OBJECT¿¿1113.this-o162¿¿¿¿¿PDG_OBJECT
1149¿PDG_OBJECT¿¿1113.options-o163¿¿¿¿¿PDG_OBJECT
1150¿PDG_OBJECT¿¿1111.v146-o164¿¿¿¿¿PDG_OBJECT
1151¿PDG_OBJECT¿¿1111.module-o165¿¿¿¿¿PDG_OBJECT
1152¿PDG_OBJECT¿¿1111.module.exports-o166¿¿¿¿¿PDG_OBJECT
1153¿PDG_OBJECT¿¿1113.v78-o167¿¿¿¿¿PDG_OBJECT
1154¿PDG_OBJECT¿¿1115.this-o168¿¿¿¿¿PDG_OBJECT
1155¿PDG_OBJECT¿¿1115.req-o169¿¿¿¿¿PDG_OBJECT
1156¿PDG_OBJECT¿¿1115.res-o170¿¿¿¿¿PDG_OBJECT
1157¿PDG_OBJECT¿¿1115.next-o171¿¿¿¿¿PDG_OBJECT
1158¿PDG_OBJECT¿¿1113.v145-o172¿¿¿¿¿PDG_OBJECT
1159¿PDG_RETURN¿¿1113.RET_OBJ-o173¿¿¿¿¿PDG_RETURN
1160¿PDG_OBJECT¿¿1115.req.url-o174¿¿¿¿¿PDG_OBJECT
1161¿PDG_CALL¿¿1115.CALL->url.parse-o175¿¿¿¿¿PDG_CALL
1162¿PDG_OBJECT¿¿1115.resource-o176¿¿¿¿¿PDG_OBJECT
1163¿PDG_CALL¿¿1115.CALL->process.cwd-o177¿¿¿¿¿PDG_CALL
1164¿PDG_OBJECT¿¿1115.v80-o178¿¿¿¿¿PDG_OBJECT
1165¿PDG_OBJECT¿¿1115.resource.pathname-o179¿¿¿¿¿PDG_OBJECT
1166¿PDG_OBJECT¿¿1115.v82-o180¿¿¿¿¿PDG_OBJECT
1167¿PDG_OBJECT¿¿1115.filePath-o181¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿1115.filePath.length-o182¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿1115.v84-o183¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿1115.filePath.*-o184¿¿¿¿¿PDG_OBJECT
1171¿PDG_OBJECT¿¿1115.v86-o185¿¿¿¿¿PDG_OBJECT
1172¿PDG_CALL¿¿1115.CALL->process.hrtime-o186¿¿¿¿¿PDG_CALL
1173¿PDG_OBJECT¿¿1115.startTime-o187¿¿¿¿¿PDG_OBJECT
1174¿PDG_OBJECT¿¿1118.this-o188¿¿¿¿¿PDG_OBJECT
1175¿PDG_OBJECT¿¿1118.err-o189¿¿¿¿¿PDG_OBJECT
1176¿PDG_OBJECT¿¿1118.stat-o190¿¿¿¿¿PDG_OBJECT
1177¿PDG_OBJECT¿¿1115.v128-o191¿¿¿¿¿PDG_OBJECT
1178¿PDG_CALL¿¿1115.CALL->fs.stat-o192¿¿¿¿¿PDG_CALL
1179¿PDG_OBJECT¿¿1115.v129-o193¿¿¿¿¿PDG_OBJECT
1180¿PDG_OBJECT¿¿1127.this-o194¿¿¿¿¿PDG_OBJECT
1181¿PDG_OBJECT¿¿1115.v143-o195¿¿¿¿¿PDG_OBJECT
1182¿PDG_CALL¿¿1115.CALL->res.on-o196¿¿¿¿¿PDG_CALL
1183¿PDG_OBJECT¿¿1115.v144-o197¿¿¿¿¿PDG_OBJECT
1184¿PDG_CALL¿¿1118.CALL->next-o198¿¿¿¿¿PDG_CALL
1185¿PDG_OBJECT¿¿1118.v87-o199¿¿¿¿¿PDG_OBJECT
1186¿PDG_RETURN¿¿1118.RET_OBJ-o200¿¿¿¿¿PDG_RETURN
1187¿PDG_CALL¿¿1118.CALL->crypto.createHash-o201¿¿¿¿¿PDG_CALL
1188¿PDG_OBJECT¿¿1118.v88-o202¿¿¿¿¿PDG_OBJECT
1189¿PDG_OBJECT¿¿1118.stat.ctime-o203¿¿¿¿¿PDG_OBJECT
1190¿PDG_CALL¿¿1118.CALL->v90.getTime-o204¿¿¿¿¿PDG_CALL
1191¿PDG_OBJECT¿¿1118.v91-o205¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿1118.v92-o206¿¿¿¿¿PDG_OBJECT
1193¿PDG_OBJECT¿¿1118.v93-o207¿¿¿¿¿PDG_OBJECT
1194¿PDG_OBJECT¿¿1118.v93.0-o208¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿1118.v93.1-o209¿¿¿¿¿PDG_OBJECT
1196¿PDG_CALL¿¿1118.CALL->v93.join-o210¿¿¿¿¿PDG_CALL
1197¿PDG_OBJECT¿¿1118.v94-o211¿¿¿¿¿PDG_OBJECT
1198¿PDG_CALL¿¿1118.CALL->Buffer-o212¿¿¿¿¿PDG_CALL
1199¿PDG_OBJECT¿¿1118.v95-o213¿¿¿¿¿PDG_OBJECT
1200¿PDG_CALL¿¿1118.CALL->v88.update-o214¿¿¿¿¿PDG_CALL
1201¿PDG_OBJECT¿¿1118.v96-o215¿¿¿¿¿PDG_OBJECT
1202¿PDG_CALL¿¿1118.CALL->v96.digest-o216¿¿¿¿¿PDG_CALL
1203¿PDG_OBJECT¿¿1118.eTag-o217¿¿¿¿¿PDG_OBJECT
1204¿PDG_OBJECT¿¿1118.v97-o218¿¿¿¿¿PDG_OBJECT
1205¿PDG_OBJECT¿¿1118.eTag-o219¿¿¿¿¿PDG_OBJECT
1206¿PDG_OBJECT¿¿1118.req.headers-o220¿¿¿¿¿PDG_OBJECT
1207¿PDG_OBJECT¿¿1118.v99-o221¿¿¿¿¿PDG_OBJECT
1208¿PDG_OBJECT¿¿1118.headers.'if-none-match'-o222¿¿¿¿¿PDG_OBJECT
1209¿PDG_OBJECT¿¿1118.matchETag-o223¿¿¿¿¿PDG_OBJECT
1210¿PDG_OBJECT¿¿1118.headers.'if-modified-since'-o224¿¿¿¿¿PDG_OBJECT
1211¿PDG_CALL¿¿1118.CALL->Date-o225¿¿¿¿¿PDG_CALL
1212¿PDG_OBJECT¿¿1118.v102-o226¿¿¿¿¿PDG_OBJECT
1213¿PDG_CALL¿¿1118.CALL->v102.getTime-o227¿¿¿¿¿PDG_CALL
1214¿PDG_OBJECT¿¿1118.v103-o228¿¿¿¿¿PDG_OBJECT
1215¿PDG_CALL¿¿1118.CALL->Date.now-o229¿¿¿¿¿PDG_CALL
1216¿PDG_OBJECT¿¿1118.v104-o230¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿1118.v105-o231¿¿¿¿¿PDG_OBJECT
1218¿PDG_OBJECT¿¿1118.matchExpiration-o232¿¿¿¿¿PDG_OBJECT
1219¿PDG_CALL¿¿1118.CALL->res.setHeader-o233¿¿¿¿¿PDG_CALL
1220¿PDG_OBJECT¿¿1118.v106-o234¿¿¿¿¿PDG_OBJECT
1221¿PDG_OBJECT¿¿1118.v107-o235¿¿¿¿¿PDG_OBJECT
1222¿PDG_CALL¿¿1118.CALL->res.writeHead-o236¿¿¿¿¿PDG_CALL
1223¿PDG_OBJECT¿¿1118.v108-o237¿¿¿¿¿PDG_OBJECT
1224¿PDG_CALL¿¿1118.CALL->res.end-o238¿¿¿¿¿PDG_CALL
1225¿PDG_OBJECT¿¿1118.v109-o239¿¿¿¿¿PDG_OBJECT
1226¿PDG_CALL¿¿1118.CALL->Date.now-o240¿¿¿¿¿PDG_CALL
1227¿PDG_OBJECT¿¿1118.v110-o241¿¿¿¿¿PDG_OBJECT
1228¿PDG_OBJECT¿¿1118.v111-o242¿¿¿¿¿PDG_OBJECT
1229¿PDG_OBJECT¿¿1118.v112-o243¿¿¿¿¿PDG_OBJECT
1230¿PDG_CALL¿¿1118.CALL->Date-o244¿¿¿¿¿PDG_CALL
1231¿PDG_OBJECT¿¿1118.v113-o245¿¿¿¿¿PDG_OBJECT
1232¿PDG_CALL¿¿1118.CALL->res.setHeader-o246¿¿¿¿¿PDG_CALL
1233¿PDG_OBJECT¿¿1118.v114-o247¿¿¿¿¿PDG_OBJECT
1234¿PDG_OBJECT¿¿1118.v115-o248¿¿¿¿¿PDG_OBJECT
1235¿PDG_CALL¿¿1118.CALL->res.setHeader-o249¿¿¿¿¿PDG_CALL
1236¿PDG_OBJECT¿¿1118.v116-o250¿¿¿¿¿PDG_OBJECT
1237¿PDG_CALL¿¿1118.CALL->fs.createReadStream-o251¿¿¿¿¿PDG_CALL
1238¿PDG_OBJECT¿¿1118.readStream-o252¿¿¿¿¿PDG_OBJECT
1239¿TAINT_SINK¿¿createReadStream¿¿¿¿¿TAINT_SINK
1240¿PDG_OBJECT¿¿1122.this-o253¿¿¿¿¿PDG_OBJECT
1241¿PDG_OBJECT¿¿1118.v118-o254¿¿¿¿¿PDG_OBJECT
1242¿PDG_CALL¿¿1118.CALL->readStream.on-o255¿¿¿¿¿PDG_CALL
1243¿PDG_OBJECT¿¿1118.v119-o256¿¿¿¿¿PDG_OBJECT
1244¿PDG_OBJECT¿¿1124.this-o257¿¿¿¿¿PDG_OBJECT
1245¿PDG_OBJECT¿¿1124.err-o258¿¿¿¿¿PDG_OBJECT
1246¿PDG_OBJECT¿¿1118.v126-o259¿¿¿¿¿PDG_OBJECT
1247¿PDG_CALL¿¿1118.CALL->readStream.on-o260¿¿¿¿¿PDG_CALL
1248¿PDG_OBJECT¿¿1118.v127-o261¿¿¿¿¿PDG_OBJECT
1249¿PDG_CALL¿¿1122.CALL->readStream.pipe-o262¿¿¿¿¿PDG_CALL
1250¿PDG_OBJECT¿¿1122.v117-o263¿¿¿¿¿PDG_OBJECT
1251¿PDG_OBJECT¿¿1124.err.code-o264¿¿¿¿¿PDG_OBJECT
1252¿PDG_OBJECT¿¿1124.v121-o265¿¿¿¿¿PDG_OBJECT
1253¿PDG_OBJECT¿¿1124.v122-o266¿¿¿¿¿PDG_OBJECT
1254¿PDG_CALL¿¿1124.CALL->next-o267¿¿¿¿¿PDG_CALL
1255¿PDG_OBJECT¿¿1124.v123-o268¿¿¿¿¿PDG_OBJECT
1256¿PDG_RETURN¿¿1124.RET_OBJ-o269¿¿¿¿¿PDG_RETURN
1257¿PDG_CALL¿¿1124.CALL->res.writeHead-o270¿¿¿¿¿PDG_CALL
1258¿PDG_OBJECT¿¿1124.v124-o271¿¿¿¿¿PDG_OBJECT
1259¿PDG_CALL¿¿1124.CALL->res.end-o272¿¿¿¿¿PDG_CALL
1260¿PDG_OBJECT¿¿1124.v125-o273¿¿¿¿¿PDG_OBJECT
1261¿PDG_CALL¿¿1127.CALL->process.hrtime-o274¿¿¿¿¿PDG_CALL
1262¿PDG_OBJECT¿¿1127.deltaTime-o275¿¿¿¿¿PDG_OBJECT
1263¿PDG_OBJECT¿¿1127.res.statusCode-o276¿¿¿¿¿PDG_OBJECT
1264¿PDG_OBJECT¿¿1127.req.method-o277¿¿¿¿¿PDG_OBJECT
1265¿PDG_OBJECT¿¿1127.deltaTime.0-o278¿¿¿¿¿PDG_OBJECT
1266¿PDG_OBJECT¿¿1127.v134-o279¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿1127.deltaTime.1-o280¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿1127.v136-o281¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿1127.v137-o282¿¿¿¿¿PDG_OBJECT
1270¿PDG_CALL¿¿1127.CALL->Math.ceil-o283¿¿¿¿¿PDG_CALL
1271¿PDG_OBJECT¿¿1127.v138-o284¿¿¿¿¿PDG_OBJECT
1272¿PDG_OBJECT¿¿1127.v139-o285¿¿¿¿¿PDG_OBJECT
1273¿PDG_OBJECT¿¿1127.v140-o286¿¿¿¿¿PDG_OBJECT
1274¿PDG_OBJECT¿¿1127.v140.0-o287¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿1127.v140.1-o288¿¿¿¿¿PDG_OBJECT
1276¿PDG_OBJECT¿¿1127.v140.2-o289¿¿¿¿¿PDG_OBJECT
1277¿PDG_OBJECT¿¿1127.v140.3-o290¿¿¿¿¿PDG_OBJECT
1278¿PDG_CALL¿¿1127.CALL->v140.join-o291¿¿¿¿¿PDG_CALL
1279¿PDG_OBJECT¿¿1127.v141-o292¿¿¿¿¿PDG_OBJECT
1280¿PDG_CALL¿¿1127.CALL->debug.log-o293¿¿¿¿¿PDG_CALL
1281¿PDG_OBJECT¿¿1127.v142-o294¿¿¿¿¿PDG_OBJECT
